gene_id	bundle_id	chr	left	right	FPKM	FPKM_conf_lo	FPKM_conf_hi	status
NCU08073	18625	supercont10.1	178613	180167	0.150106	0	0.924975	OK
NCU08085	18637	supercont10.1	214619	215734	0	0	0	OK
NCU08089	18640	supercont10.1	224661	224874	0	0	0	OK
NCU08087	18639	supercont10.1	219848	220676	19.9672	11.0303	28.9041	OK
NCU08076	18628	supercont10.1	186097	187966	12.3797	5.34274	19.4167	OK
NCU08072	18624	supercont10.1	175340	177785	214.572	185.276	243.869	OK
NCU10622	18642	supercont10.1	231582	232581	13.8277	6.39056	21.2648	OK
NCU08091	18643	supercont10.1	233303	234489	23.0417	13.4413	32.642	OK
NCU08092	18644	supercont10.1	234869	236578	52.5005	38.0091	66.992	OK
NCU11432	18649	supercont10.1	246886	247478	0.543059	0	2.01691	OK
NCU08095	18647	supercont10.1	240861	241804	0	0	0	OK
NCU08094	18646	supercont10.1	239227	240760	27.8254	17.2754	38.3753	OK
NCU08093	18645	supercont10.1	237548	238578	407.241	366.881	447.602	OK
NCU08098	18651	supercont10.1	253477	254492	5.0259	0.542196	9.5096	OK
NCU08102	18655	supercont10.1	262019	263387	0	0	0	OK
NCU08099	18652	supercont10.1	254974	255694	36.7433	24.6201	48.8666	OK
NCU08101	18654	supercont10.1	257492	259361	0	0	0	OK
NCU08103	18656	supercont10.1	264035	265388	0	0	0	OK
NCU08096	18648	supercont10.1	243323	246248	0.381466	0	1.61673	OK
NCU08100	18653	supercont10.1	256165	256627	35.7416	23.7848	47.6985	OK
NCU08105	18657	supercont10.1	291632	292877	0	0	0	OK
NCU08106	18658	supercont10.1	293166	294573	0	0	0	OK
NCU08107	18659	supercont10.1	296498	297770	0	0	0	OK
NCU08109	18660	supercont10.1	302352	303729	0	0	0	OK
NCU08097	18650	supercont10.1	249096	251944	0.315396	0	1.4386	OK
NCU08111	18662	supercont10.1	309018	310364	16.5644	8.42455	24.7043	OK
NCU08113	18664	supercont10.1	314120	315177	1.94943	0	4.74186	OK
NCU08112	18663	supercont10.1	311540	313460	29.3779	18.5376	40.2181	OK
NCU11431	18641	supercont10.1	226934	227879	129.483	115.025	143.941	OK
NCU08090	18641	supercont10.1	227817	228981	171.767	151.401	192.132	OK
NCU08114	18665	supercont10.1	318872	321079	10.8038	4.22994	17.3776	OK
NCU08116	18667	supercont10.1	328657	330088	0	0	0	OK
NCU08110	18661	supercont10.1	305673	308461	36.0954	24.0795	48.1112	OK
NCU08117	18668	supercont10.1	332262	334580	1.11111	0	3.21929	OK
NCU08115	18666	supercont10.1	325062	328500	8.08661	2.39922	13.774	OK
NCU08121	18672	supercont10.1	345813	346564	38.1511	25.7978	50.5044	OK
NCU08119	18670	supercont10.1	340164	343279	48.9893	34.9909	62.9878	OK
NCU08120	18671	supercont10.1	343619	345467	64.5445	48.4766	80.6124	OK
NCU11433	18674	supercont10.1	351912	353209	3.30145	0	6.93543	OK
NCU08118	18669	supercont10.1	335203	339209	29.9697	19.0208	40.9187	OK
NCU07507	18678	supercont10.1	366922	367395	7.99871	2.34231	13.6551	OK
NCU07509	18675	supercont10.1	356472	357880	23.828	14.0652	33.5908	OK
NCU07508	18676	supercont10.1	359461	361343	0	0	0	OK
NCU11434	18677	supercont10.1	363637	366043	1.54528	0	4.03147	OK
NCU10647	18673	supercont10.1	348391	351481	35.6565	23.7138	47.5991	OK
NCU07505	18680	supercont10.1	377758	380096	17.438	9.08623	25.7898	OK
NCU07500	18685	supercont10.1	397224	398634	0	0	0	OK
NCU07501	18684	supercont10.1	393676	395053	0	0	0	OK
NCU07499	18686	supercont10.1	400254	401476	0	0	0	OK
NCU07503	18682	supercont10.1	387406	388607	33.3289	21.7826	44.8751	OK
NCU07497	18688	supercont10.1	406806	407686	10.391	3.94398	16.838	OK
NCU07506	18679	supercont10.1	367974	369298	40.9392	28.1424	53.736	OK
NCU07504	18681	supercont10.1	381466	384072	36.4086	24.3407	48.4765	OK
NCU07502	18683	supercont10.1	389882	392501	5.50552	0.812752	10.1983	OK
NCU07494	18691	supercont10.1	420357	421545	16.1354	8.10159	24.1691	OK
NCU07495	18690	supercont10.1	417413	419446	49.1549	35.1328	63.177	OK
NCU07498	18687	supercont10.1	402192	406002	6.30046	1.28032	11.3206	OK
NCU07493	18692	supercont10.1	421556	423363	50.3417	36.1513	64.532	OK
NCU07491	18694	supercont10.1	429182	430913	76.528	59.0319	94.024	OK
NCU07496	18689	supercont10.1	409002	415191	4.70558	0.367111	9.04405	OK
NCU07492	18693	supercont10.1	423885	427797	13.6452	6.25731	21.0331	OK
NCU07486	18698	supercont10.1	453961	454759	0	0	0	OK
NCU07485	18699	supercont10.1	455333	456143	3.91595	0	7.87371	OK
NCU11435	18696	supercont10.1	441088	441910	92.244	73.0353	111.453	OK
NCU07487	18697	supercont10.1	448858	451692	0.939707	0	2.87848	OK
NCU07489	18695	supercont10.1	437895	441056	97.5287	77.7774	117.28	OK
NCU07482	18702	supercont10.1	467420	468896	12.2187	5.22766	19.2098	OK
NCU07483	18701	supercont10.1	464597	466955	31.4984	20.2738	42.7231	OK
NCU07480	18704	supercont10.1	479575	482143	0	0	0	OK
NCU07479	18705	supercont10.1	486621	490547	2.27137	0	5.28558	OK
NCU07478	18706	supercont10.1	491456	493625	13.9026	6.44534	21.3598	OK
NCU07475	18709	supercont10.1	507933	509018	0.59328	0	2.13377	OK
NCU07481	18703	supercont10.1	474657	478227	26.9015	16.5282	37.2749	OK
NCU07474	18710	supercont10.1	512427	513927	1.11639	0	3.22957	OK
NCU07476	18708	supercont10.1	502598	504670	30.9665	19.837	42.096	OK
NCU07484	18700	supercont10.1	456741	461929	2.43632	0	5.55806	OK
NCU07477	18707	supercont10.1	494662	498533	8.11497	2.41762	13.8123	OK
NCU07472	18712	supercont10.1	519549	521529	19.3381	10.5431	28.1331	OK
NCU07471	18713	supercont10.1	522027	523738	172.607	146.331	198.883	OK
NCU07468	18714	supercont10.1	530714	532755	43.7351	30.5086	56.9617	OK
NCU07467	18715	supercont10.1	536100	537355	51.3135	36.9868	65.6402	OK
NCU07473	18711	supercont10.1	514583	518790	9.51811	3.34782	15.6884	OK
NCU07466	18716	supercont10.1	537392	538667	28.5545	17.8673	39.2418	OK
NCU07462	18720	supercont10.1	547789	548753	0.831299	0	2.65481	OK
NCU07464	18718	supercont10.1	541585	543147	0.195401	0	1.07948	OK
NCU07465	18717	supercont10.1	539970	541429	66.103	49.8422	82.3637	OK
NCU07460	18722	supercont10.1	553309	555194	21.8422	12.4951	31.1894	OK
NCU07461	18721	supercont10.1	549632	552252	1.22257	0	3.43398	OK
NCU07463	18719	supercont10.1	543681	546443	0	0	0	OK
NCU11436	18724	supercont10.1	559255	560671	5.409	0.757548	10.0604	OK
NCU07459	18723	supercont10.1	556024	558250	146.749	122.521	170.977	OK
NCU07456	18727	supercont10.1	566014	567078	23.3806	13.7099	33.0513	OK
NCU07454	18729	supercont10.1	571036	571955	22.3361	12.8839	31.7883	OK
NCU07457	18726	supercont10.1	564053	565991	6.5543	1.43403	11.6746	OK
NCU07458	18725	supercont10.1	560707	562798	74.1917	56.9648	91.4186	OK
NCU07455	18728	supercont10.1	568307	569942	0.857744	0	2.71003	OK
NCU07453	18730	supercont10.1	574656	576042	52.1936	37.7445	66.6426	OK
NCU07452	18731	supercont10.1	576061	577544	163.433	137.865	189.001	OK
NCU07450	18733	supercont10.1	582487	583595	3.70001	0	7.54709	OK
NCU07449	18734	supercont10.1	584436	585580	2.70851	0	6.00002	OK
NCU07448	18735	supercont10.1	587089	588592	0.378445	0	1.6088	OK
NCU07451	18732	supercont10.1	578926	581425	52.0815	37.648	66.515	OK
NCU07447	18736	supercont10.1	594028	596949	20.4555	11.4099	29.5011	OK
NCU07445	18738	supercont10.1	599619	603007	8.05411	2.37816	13.7301	OK
NCU07441	18741	supercont10.1	620824	621405	0	0	0	OK
NCU07442	18740	supercont10.1	615807	617908	22.2297	12.8	31.6594	OK
NCU07439	18743	supercont10.1	625181	625781	294.337	260.024	328.649	OK
NCU07440	18742	supercont10.1	621625	624804	8.64581	2.76506	14.5266	OK
NCU07446	18737	supercont10.1	597821	599464	126.034	103.581	148.487	OK
NCU07438	18744	supercont10.1	627152	629587	35.8055	23.838	47.7731	OK
NCU07443	18739	supercont10.1	609536	615061	49.7256	35.6223	63.8289	OK
NCU07436	18746	supercont10.1	632720	633749	6.73467	1.54442	11.9249	OK
NCU07437	18745	supercont10.1	630291	632275	234.981	204.323	265.639	OK
NCU07434	18748	supercont10.1	636903	637950	12.3339	5.31	19.3579	OK
NCU07435	18747	supercont10.1	634504	636255	42.0459	29.0774	55.0145	OK
NCU07432	18750	supercont10.1	644138	645841	63.7549	47.7856	79.7242	OK
NCU07429	18752	supercont10.1	658019	658981	0	0	0	OK
NCU07433	18749	supercont10.1	638339	642524	0.0750459	0	0.622936	OK
NCU07427	18754	supercont10.1	666138	666602	2.07564	0	4.95706	OK
NCU07430	18751	supercont10.1	653302	655158	120.039	98.127	141.952	OK
NCU10006	18755	supercont10.1	698751	699702	2.5223	0	5.69866	OK
NCU07428	18753	supercont10.1	662387	663626	92.2295	73.0222	111.437	OK
NCU09066	18760	supercont10.1	739986	740998	1.55285	0	4.04513	OK
NCU10008	18757	supercont10.1	716980	719193	147.782	123.469	172.095	OK
NCU09064	18758	supercont10.1	720669	724628	0.510954	0	1.94058	OK
NCU09070	18763	supercont10.1	751534	752440	4.53441	0.27558	8.79324	OK
NCU09065	18759	supercont10.1	726427	730465	7.93203	2.29926	13.5648	OK
NCU09069	18762	supercont10.1	747757	749887	97.6585	77.894	117.423	OK
NCU10839	18766	supercont10.1	761515	762264	0	0	0	OK
NCU09075	18769	supercont10.1	766682	766973	0	0	0	OK
NCU09068	18761	supercont10.1	742644	745932	78.6583	60.9204	96.3962	OK
NCU09072	18765	supercont10.1	758473	759986	1.19662	0	3.38442	OK
NCU09074	18768	supercont10.1	764937	765847	0.342493	0	1.51295	OK
NCU09073	18767	supercont10.1	763752	764911	7.54335	2.05032	13.0364	OK
NCU09071	18764	supercont10.1	753838	756280	38.9112	26.4355	51.387	OK
NCU09078	18772	supercont10.1	772023	773150	8.67197	2.78233	14.5616	OK
NCU09077	18771	supercont10.1	770677	772001	11.4685	4.69545	18.2415	OK
NCU09076	18770	supercont10.1	767216	770233	187.055	159.702	214.409	OK
NCU10007	18756	supercont10.1	710760	713665	147.213	122.946	171.479	OK
NCU09080	18774	supercont10.1	791938	792235	0	0	0	OK
NCU09082	18776	supercont10.1	798218	798824	0	0	0	OK
NCU09081	18775	supercont10.1	793681	794386	0	0	0	OK
NCU09084	18777	supercont10.1	804396	805159	0	0	0	OK
NCU09088	18780	supercont10.1	819260	820854	49.2867	35.2458	63.3276	OK
NCU09079	18773	supercont10.1	774202	777839	82.4343	64.2756	100.593	OK
NCU09087	18779	supercont10.1	816117	818954	0.535798	0	1.99976	OK
NCU09085	18778	supercont10.1	808581	811110	16.7108	10.6429	22.7788	OK
NCU11439	18778	supercont10.1	810665	812203	19.8134	13.8127	25.814	OK
NCU09090	18782	supercont10.1	823224	825250	19.6083	10.7521	28.4646	OK
NCU09091	18783	supercont10.1	826917	828833	21.9568	12.5851	31.3284	OK
NCU09094	18786	supercont10.1	836280	837739	15.3334	7.50179	23.1649	OK
NCU09096	18788	supercont10.1	841871	843028	1.69051	0	4.29091	OK
NCU09092	18784	supercont10.1	829361	831629	8.09185	2.40262	13.7811	OK
NCU09093	18785	supercont10.1	831802	834075	1.42073	0	3.80463	OK
NCU09095	18787	supercont10.1	837998	839866	18.4521	9.86088	27.0432	OK
NCU09099	18791	supercont10.1	851720	853021	0.262754	0	1.28794	OK
NCU09098	18790	supercont10.1	848011	849962	11.4327	4.67022	18.1951	OK
NCU09100	18792	supercont10.1	853740	855125	11.1133	4.44598	17.7806	OK
NCU09102	18794	supercont10.1	858883	860698	6.95673	1.68161	12.2319	OK
NCU09101	18793	supercont10.1	856137	858306	50.3857	36.1891	64.5822	OK
NCU09103	18795	supercont10.1	860999	863156	0.460544	0	1.81781	OK
NCU11440	18797	supercont10.1	926375	927148	2.63428	0	5.88037	OK
NCU09097	18789	supercont10.1	843509	847137	25.5684	15.4554	35.6815	OK
NCU02187	18798	supercont10.1	928671	930614	164.63	138.969	190.292	OK
NCU02183	18800	supercont10.1	951197	951623	0	0	0	OK
NCU02182	18801	supercont10.1	952739	955217	18.827	10.149	27.505	OK
NCU09104	18796	supercont10.1	863463	871441	21.8801	12.5248	31.2353	OK
NCU02184	18799	supercont10.1	938549	943577	274.918	241.757	308.08	OK
NCU11441	18805	supercont10.1	974674	976129	0	0	0	OK
NCU02176	18807	supercont10.1	978972	980374	15.8789	7.90921	23.8485	OK
NCU02177	18806	supercont10.1	977131	978509	14.3444	6.76959	21.9192	OK
NCU11442	18808	supercont10.1	980961	982105	13.5436	6.18328	20.9039	OK
NCU11443	18810	supercont10.1	988543	989478	0.875511	0	2.74689	OK
NCU02179	18803	supercont10.1	965258	968393	12.411	5.36517	19.4569	OK
NCU02175	18809	supercont10.1	984669	987409	12.8957	5.71361	20.0779	OK
NCU02174	18811	supercont10.1	992119	993756	17.4389	9.0869	25.7908	OK
NCU02171	18814	supercont10.1	1008854	1010409	0	0	0	OK
NCU02169	18816	supercont10.1	1017279	1018533	17.0354	8.78063	25.2902	OK
NCU02168	18817	supercont10.1	1019486	1021229	12.4856	5.4186	19.5526	OK
NCU02178	18804	supercont10.1	969498	974473	0.0691844	0	0.595243	OK
NCU11444	18819	supercont10.1	1031189	1031840	0.816013	0	2.62268	OK
NCU02173	18812	supercont10.1	996322	1000576	22.6657	13.144	32.1874	OK
NCU02170	18815	supercont10.1	1014236	1016969	5.61328	0.874807	10.3518	OK
NCU02167	18818	supercont10.1	1022199	1024586	37.2383	25.0337	49.443	OK
NCU02165	18820	supercont10.1	1034057	1037098	3.68352	0	7.52203	OK
NCU02172	18813	supercont10.1	1002514	1006923	29.8353	18.911	40.7597	OK
NCU02181	18802	supercont10.1	955598	957176	2835.13	2728.63	2941.62	OK
NCU02162	18822	supercont10.1	1042473	1044463	21.5551	14.869	28.2411	OK
NCU02161	18822	supercont10.1	1043594	1045998	11.2458	6.57438	15.9173	OK
NCU02164	18821	supercont10.1	1038527	1040752	44.1116	30.864	57.3591	OK
NCU02163	18821	supercont10.1	1040527	1041754	0.498001	0.393771	0.60223	OK
NCU02159	18824	supercont10.1	1051354	1052575	44.7954	31.4095	58.1813	OK
NCU02160	18823	supercont10.1	1048446	1050438	378.04	339.153	416.926	OK
NCU02158	18825	supercont10.1	1054429	1056607	5.34673	0.722131	9.97133	OK
NCU11445	18828	supercont10.1	1062037	1063387	11.1762	4.49004	17.8624	OK
NCU02155	18827	supercont10.1	1059591	1061748	26.7366	16.3951	37.0781	OK
NCU11446	18829	supercont10.1	1063533	1064640	91.8986	72.7258	111.071	OK
NCU02157	18826	supercont10.1	1056883	1058195	17.1298	11.024	23.2356	OK
NCU02156	18826	supercont10.1	1058135	1059135	22.8374	16.3419	29.3329	OK
NCU02153	18830	supercont10.1	1064844	1067144	7.64235	2.11339	13.1713	OK
NCU02149	18834	supercont10.1	1077393	1078619	32.8954	21.4245	44.3663	OK
NCU02151	18832	supercont10.1	1071747	1074186	17.8753	9.41942	26.3311	OK
NCU02150	18833	supercont10.1	1074710	1077175	4.34128	0.174132	8.50843	OK
NCU02152	18831	supercont10.1	1068119	1071250	25.5636	15.4515	35.6757	OK
NCU11447	18836	supercont10.1	1082464	1083178	25.3633	15.2909	35.4357	OK
NCU02145	18839	supercont10.1	1090818	1091136	0	0	0	OK
NCU02146	18838	supercont10.1	1087389	1089342	0.142885	0	0.898889	OK
NCU02147	18837	supercont10.1	1084287	1086341	9.24025	3.16069	15.3198	OK
NCU02148	18835	supercont10.1	1079446	1082246	38.3992	26.0058	50.7927	OK
NCU02144	18841	supercont10.1	1100619	1101246	0.846521	0	2.68665	OK
NCU02143	18842	supercont10.1	1104930	1105465	0	0	0	OK
NCU02142	18843	supercont10.1	1107161	1108337	11.3092	4.58334	18.035	OK
NCU02138	18845	supercont10.1	1121273	1122983	45.7447	32.2177	59.2716	OK
NCU10687	18840	supercont10.1	1094866	1097657	384.005	344.813	423.197	OK
NCU02139	18844	supercont10.1	1116621	1119445	60.191	44.6744	75.7075	OK
NCU02137	18846	supercont10.1	1124750	1126948	21.8093	12.4692	31.1494	OK
NCU02136	18847	supercont10.1	1127153	1129113	395.014	355.264	434.764	OK
NCU02134	18848	supercont10.1	1130545	1133893	50.832	36.5727	65.0913	OK
NCU02132	18850	supercont10.1	1138023	1138973	2.12168	0	5.03488	OK
NCU02133	18849	supercont10.1	1135234	1136394	416.592	375.771	457.413	OK
NCU02129	18853	supercont10.1	1149306	1150509	0.806408	0	2.60241	OK
NCU02130	18852	supercont10.1	1146763	1148885	25.8507	15.682	36.0195	OK
NCU02128	18854	supercont10.1	1153066	1155121	28.7556	18.0307	39.4804	OK
NCU02127	18855	supercont10.1	1156561	1158519	71.9802	55.012	88.9485	OK
NCU02125	18857	supercont10.1	1164047	1165206	1.11546	0	3.22777	OK
NCU02126	18856	supercont10.1	1159042	1160654	49.4817	35.4131	63.5504	OK
NCU02123	18859	supercont10.1	1167283	1168824	5.49513	0.806789	10.1835	OK
NCU02124	18858	supercont10.1	1165537	1167016	29.8361	18.9116	40.7606	OK
NCU02122	18860	supercont10.1	1170007	1172415	38.547	26.1298	50.9643	OK
NCU02131	18851	supercont10.1	1140089	1145376	32.8323	21.3724	44.2922	OK
NCU02121	18861	supercont10.1	1172475	1175140	19.9334	11.004	28.8627	OK
NCU10232	18862	supercont10.1	1177804	1181278	29.0844	18.2984	39.8704	OK
NCU02117	18866	supercont10.1	1199979	1201413	21.4212	12.1646	30.6779	OK
NCU02118	18865	supercont10.1	1197937	1199468	12.001	5.07248	18.9294	OK
NCU02116	18867	supercont10.1	1201558	1202789	15.9213	7.94098	23.9016	OK
NCU02119	18864	supercont10.1	1193787	1197015	12.8723	5.69668	20.0479	OK
NCU02115	18868	supercont10.1	1203418	1207045	23.5486	13.8432	33.2539	OK
NCU02120	18863	supercont10.1	1187864	1193033	21.4861	12.2154	30.7567	OK
NCU02113	18870	supercont10.1	1238105	1239873	84.3952	66.0218	102.769	OK
NCU02110	18873	supercont10.1	1254935	1257059	48.0617	34.1964	61.927	OK
NCU02108	18875	supercont10.1	1260339	1261180	16.831	8.62591	25.0362	OK
NCU02106	18877	supercont10.1	1264805	1265483	14.0732	6.57035	21.5761	OK
NCU02105	18878	supercont10.1	1266615	1267695	9.71261	3.4796	15.9456	OK
NCU02112	18871	supercont10.1	1240694	1246261	12.0743	5.12467	19.0239	OK
NCU02111	18872	supercont10.1	1246774	1251244	77.4285	59.8298	95.0272	OK
NCU02107	18876	supercont10.1	1261955	1264006	8.47593	2.65324	14.2986	OK
NCU02104	18879	supercont10.1	1268173	1269990	9.29206	3.19548	15.3886	OK
NCU02109	18874	supercont10.1	1257698	1260121	142.617	118.733	166.502	OK
NCU11212	18881	supercont10.1	1277918	1278434	42.5463	29.5008	55.5918	OK
NCU11211	18882	supercont10.1	1280625	1281535	0.490035	0	1.89009	OK
NCU11449	18883	supercont10.1	1283562	1284354	0.847137	0	2.68794	OK
NCU11041	18886	supercont10.1	1290548	1292409	9.86788	3.58525	16.1505	OK
NCU02099	18887	supercont10.1	1294507	1296535	40.6551	27.9028	53.4074	OK
NCU02101	18884	supercont10.1	1284478	1287313	4.1732	0.0875176	8.25888	OK
NCU02100	18885	supercont10.1	1288082	1290439	3.56759	0	7.3452	OK
NCU02095	18890	supercont10.1	1308487	1309524	20.3892	11.3583	29.4201	OK
NCU02096	18889	supercont10.1	1304585	1306943	28.4076	17.7478	39.0674	OK
NCU02094	18891	supercont10.1	1313485	1315839	36.4942	24.4121	48.5763	OK
NCU02098	18888	supercont10.1	1296846	1298155	3.95254	2.67356	5.23153	OK
NCU02097	18888	supercont10.1	1298091	1299820	35.5075	24.213	46.8021	OK
NCU02092	18892	supercont10.1	1331089	1334385	29.7591	18.8488	40.6695	OK
NCU11450	18895	supercont10.1	1362276	1362797	1.13431	0	3.26439	OK
NCU02091	18893	supercont10.1	1353942	1357548	5.08908	0.577282	9.60088	OK
NCU02103	18880	supercont10.1	1271482	1277289	70.1699	53.4164	86.9234	OK
NCU02090	18894	supercont10.1	1358667	1360571	218.906	189.315	248.496	OK
NCU02088	18897	supercont10.1	1369549	1371000	0.568646	0	2.07682	OK
NCU02087	18898	supercont10.1	1373702	1376146	1.73136	0	4.36299	OK
NCU02089	18896	supercont10.1	1365938	1368418	19.9142	10.9892	28.8393	OK
NCU10903	18900	supercont10.1	1388104	1389128	0	0	0	OK
NCU02084	18902	supercont10.1	1396216	1397959	2.41562	0	5.52407	OK
NCU02085	18901	supercont10.1	1393133	1395617	0	0	0	OK
NCU02081	18905	supercont10.1	1427428	1427674	0	0	0	OK
NCU02086	18899	supercont10.1	1383368	1386083	130.375	107.538	153.211	OK
NCU11210	18906	supercont10.1	1429650	1430693	0	0	0	OK
NCU02080	18907	supercont10.1	1431810	1432828	209.371	180.432	238.31	OK
NCU02079	18908	supercont10.1	1437839	1439439	96.9195	77.23	116.609	OK
NCU02078	18909	supercont10.1	1440549	1443576	22.6448	13.1275	32.1621	OK
NCU02082	18904	supercont10.1	1408741	1413819	17.7368	9.31381	26.1599	OK
NCU02077	18910	supercont10.1	1444408	1447511	0.232118	0	1.19569	OK
NCU02076	18911	supercont10.1	1447901	1449760	179.171	152.4	205.942	OK
NCU02114	18869	supercont10.1	1232088	1235632	361.887	328.102	395.671	OK
NCU11448	18869	supercont10.1	1235502	1237073	215.539	201.953	229.125	OK
NCU02083	18903	supercont10.1	1398924	1407374	24.9973	14.9978	34.9967	OK
NCU02071	18915	supercont10.1	1462795	1463885	8.72635	2.81827	14.6344	OK
NCU02073	18914	supercont10.1	1459391	1460486	5.83666	1.00482	10.6685	OK
NCU02074	18913	supercont10.1	1454932	1457794	11.7573	4.89949	18.615	OK
NCU02070	18916	supercont10.1	1464593	1466778	34.2856	22.5748	45.9964	OK
NCU11451	18917	supercont10.1	1467833	1469900	5.80295	0.985088	10.6208	OK
NCU02066	18920	supercont10.1	1485114	1487487	30.3105	19.2995	41.3215	OK
NCU02075	18912	supercont10.1	1450890	1453703	1216.65	1146.89	1286.41	OK
NCU02065	18921	supercont10.1	1488441	1491291	12.0803	5.12896	19.0317	OK
NCU02067	18919	supercont10.1	1481662	1483750	7.19906	3.5665	10.8316	OK
NCU11209	18919	supercont10.1	1483657	1484725	31.2834	23.0055	39.5612	OK
NCU02064	18922	supercont10.1	1491944	1493292	156.833	131.787	181.88	OK
NCU02062	18924	supercont10.1	1498417	1499287	2.15092	0	5.08413	OK
NCU02061	18925	supercont10.1	1500620	1501864	8.53512	2.69213	14.3781	OK
NCU02060	18926	supercont10.1	1502742	1504218	10.4089	3.9563	16.8614	OK
NCU02063	18923	supercont10.1	1494172	1496667	19.9245	10.9971	28.8519	OK
NCU09089	18781	supercont10.1	821654	823144	1749.03	1665.34	1832.72	OK
NCU02058	18928	supercont10.1	1509164	1510904	8.84692	2.89817	14.7957	OK
NCU02056	18930	supercont10.1	1519954	1521714	26.246	15.9998	36.4922	OK
NCU02059	18927	supercont10.1	1506161	1508350	546.589	499.83	593.347	OK
NCU02057	18929	supercont10.1	1511246	1516011	15.3281	7.49788	23.1583	OK
NCU10806	18934	supercont10.1	1539622	1541898	38.5114	26.0999	50.923	OK
NCU02053	18932	supercont10.1	1527002	1531046	4.45896	0.235711	8.68221	OK
NCU11452	18918	supercont10.1	1470287	1474025	25.1939	18.4491	31.9387	OK
NCU02068	18918	supercont10.1	1474023	1480767	12.8943	7.56843	18.2202	OK
NCU02055	18931	supercont10.1	1522708	1524591	43.6327	33.162	54.1035	OK
NCU02054	18931	supercont10.1	1524577	1526403	13.7444	9.20094	18.2879	OK
NCU02051	18935	supercont10.1	1543466	1548542	6.71045	1.52954	11.8914	OK
